Year,Month,Day,Hour,Min,Sec,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2001,03,05,11,44,00,-49.3,26.1,-7.7,-48.9,26.9,-7.7
2001,03,05,11,45,00,-49.1,26.1,-7.6,-48.7,26.9,-7.6
2001,03,05,11,46,00,-48.9,26.0,-7.5,-48.5,26.8,-7.5
2001,03,05,11,47,00,-48.7,26.0,-8.3,-48.3,26.7,-8.3
2001,03,05,11,48,00,-47.5,25.9,-8.2,-47.1,26.7,-8.2
2001,03,05,11,49,00,-47.3,25.9,-8.1,-46.8,26.6,-8.1
2001,03,05,11,50,00,-47.1,25.8,-8.0,-46.6,26.6,-8.0
2001,03,05,11,51,00,-47.8,26.7,-7.8,-47.4,27.5,-7.8
2001,03,05,11,52,00,-47.6,26.7,-7.7,-47.2,27.4,-7.7
2001,03,05,11,53,00,-48.4,26.6,-7.6,-48.0,27.4,-7.6
2001,03,05,11,54,00,-49.2,26.5,-7.5,-48.8,27.3,-7.5
2001,03,05,11,55,00,-49.0,27.5,-7.4,-48.5,28.3,-7.4
2001,03,05,11,56,00,-49.7,27.4,-7.2,-49.3,28.2,-7.2
2001,03,05,11,57,00,-50.5,28.4,-8.1,-50.1,29.2,-8.1
2001,03,05,11,58,00,-50.3,28.3,-8.0,-49.8,29.1,-8.0
2001,03,05,11,59,00,-50.0,28.3,-7.9,-49.6,29.1,-7.9
2001,03,05,12,00,00,-50.8,28.2,-7.8,-50.3,29.0,-7.8
2001,03,05,12,01,00,-50.5,28.2,-7.7,-50.1,29.0,-7.7
2001,03,05,12,02,00,-50.3,28.1,-7.6,-49.8,28.9,-7.6
2001,03,05,12,03,00,-50.0,28.1,-7.5,-49.6,28.9,-7.5
2001,03,05,12,04,00,-48.7,28.0,-7.3,-48.3,28.8,-7.3
2001,03,05,12,05,00,-48.5,27.0,-7.2,-48.0,27.8,-7.2
2001,03,05,12,06,00,-48.2,27.0,-7.1,-47.7,27.7,-7.1
2001,03,05,12,07,00,-48.9,26.9,-7.0,-48.5,27.7,-7.0
2001,03,05,12,08,00,-48.6,26.9,-6.9,-48.2,27.6,-6.9
2001,03,05,12,09,00,-47.3,27.9,-5.8,-46.9,28.6,-5.8
2001,03,05,12,10,00,-47.1,27.8,-5.7,-46.6,28.6,-5.7
2001,03,05,12,11,00,-46.8,28.8,-5.5,-46.3,29.5,-5.5
2001,03,05,12,12,00,-45.5,28.8,-5.4,-45.0,29.5,-5.4
2001,03,05,12,13,00,-45.2,28.7,-5.3,-44.7,29.4,-5.3
2001,03,05,12,14,00,-43.9,27.7,-6.2,-43.4,28.4,-6.2
2001,03,05,12,15,00,-43.5,26.7,-5.1,-43.1,27.4,-5.1
2001,03,05,12,16,00,-42.2,26.7,-5.0,-41.8,27.3,-5.0
2001,03,05,12,17,00,-39.9,25.7,-5.9,-39.5,26.3,-5.9
2001,03,05,12,18,00,-39.6,24.6,-5.8,-39.2,25.3,-5.8
2001,03,05,12,19,00,-38.3,24.6,-5.7,-37.9,25.2,-5.7
2001,03,05,12,20,00,-37.9,24.6,-5.6,-37.5,25.2,-5.6
2001,03,05,12,21,00,-37.6,24.6,-5.5,-37.2,25.2,-5.5
2001,03,05,12,22,00,-37.3,23.5,-5.4,-36.9,24.1,-5.4
2001,03,05,12,23,00,-37.0,23.5,-5.3,-36.6,24.1,-5.3
2001,03,05,12,24,00,-36.6,22.5,-6.2,-36.3,23.1,-6.2
2001,03,05,12,25,00,-36.3,22.5,-5.1,-36.0,23.0,-5.1
2001,03,05,12,26,00,-36.0,22.4,-6.0,-35.6,23.0,-6.0
2001,03,05,12,27,00,-35.7,22.4,-5.9,-35.3,23.0,-5.9
2001,03,05,12,28,00,-35.4,22.4,-5.8,-35.0,22.9,-5.8
2001,03,05,12,29,00,-35.1,22.4,-5.7,-34.7,22.9,-5.7
2001,03,05,12,30,00,-34.7,22.3,-5.6,-34.4,22.9,-5.6
2001,03,05,12,31,00,-35.4,22.3,-5.5,-35.1,22.8,-5.5
2001,03,05,12,32,00,-36.1,22.3,-5.5,-35.8,22.8,-5.5
2001,03,05,12,33,00,-35.8,21.2,-5.4,-35.4,21.8,-5.4
2001,03,05,12,34,00,-35.4,21.2,-5.3,-35.1,21.8,-5.3
2001,03,05,12,35,00,-36.1,21.2,-5.2,-35.8,21.7,-5.2
2001,03,05,12,36,00,-35.8,21.2,-5.2,-35.4,21.7,-5.2
2001,03,05,12,37,00,-35.5,21.1,-5.1,-35.1,21.7,-5.1
2001,03,05,12,38,00,-35.1,21.1,-5.0,-34.8,21.7,-5.0
2001,03,05,12,39,00,-34.8,21.1,-4.9,-34.4,21.6,-4.9
2001,03,05,12,40,00,-35.4,21.1,-4.9,-35.1,21.6,-4.9
2001,03,05,12,41,00,-34.1,21.1,-4.8,-33.8,21.6,-4.8
2001,03,05,12,42,00,-33.7,20.0,-4.7,-33.4,20.6,-4.7
2001,03,05,12,43,00,-33.4,20.0,-4.7,-33.1,20.6,-4.7
2001,03,05,12,44,00,-33.1,20.0,-4.6,-32.7,20.5,-4.6
2001,03,05,12,45,00,-32.7,19.0,-4.6,-32.4,19.5,-4.6
2001,03,05,12,46,00,-31.4,19.0,-4.5,-31.1,19.5,-4.5
2001,03,05,12,47,00,-31.0,19.0,-4.5,-30.7,19.5,-4.5
2001,03,05,12,48,00,-30.7,18.0,-4.4,-30.4,18.4,-4.4
2001,03,05,12,49,00,-30.3,17.9,-4.3,-30.1,18.4,-4.3
2001,03,05,12,50,00,-30.0,17.9,-4.3,-29.7,18.4,-4.3
2001,03,05,12,51,00,-29.7,17.9,-4.2,-29.4,18.4,-4.2
2001,03,05,12,52,00,-30.3,17.9,-4.2,-30.0,18.4,-4.2
2001,03,05,12,53,00,-29.0,16.9,-4.2,-28.7,17.4,-4.2
2001,03,05,12,54,00,-28.7,16.9,-3.1,-28.4,17.3,-3.1
2001,03,05,12,55,00,-28.3,16.9,-3.1,-28.1,17.3,-3.1
2001,03,05,12,56,00,-28.0,16.9,-3.0,-27.7,17.3,-3.0
2001,03,05,12,57,00,-27.7,15.8,-3.0,-27.4,16.3,-3.0
2001,03,05,12,58,00,-27.4,15.8,-3.0,-27.1,16.3,-3.0
2001,03,05,12,59,00,-28.1,15.8,-2.9,-27.8,16.2,-2.9
2001,03,05,13,00,00,-27.7,15.8,-2.9,-27.5,16.2,-2.9
2001,03,05,13,01,00,-27.4,15.8,-2.9,-27.2,16.2,-2.9
2001,03,05,13,02,00,-27.1,15.8,-1.9,-26.9,16.2,-1.9
2001,03,05,13,03,00,-26.8,15.7,-1.8,-26.6,16.2,-1.8
2001,03,05,13,04,00,-26.5,15.7,-1.8,-26.3,16.1,-1.8
2001,03,05,13,05,00,-27.2,15.7,-1.8,-27.0,16.1,-1.8
2001,03,05,13,06,00,-26.9,15.7,-1.8,-26.7,16.1,-1.8
2001,03,05,13,07,00,-27.6,15.7,-1.8,-27.4,16.1,-1.8
2001,03,05,13,08,00,-27.3,15.6,-1.8,-27.1,16.1,-1.8
2001,03,05,13,09,00,-27.0,15.6,-0.8,-26.8,16.1,-0.8
2001,03,05,13,10,00,-27.7,15.6,-0.8,-27.5,16.0,-0.8
2001,03,05,13,11,00,-26.4,15.6,-0.8,-26.2,16.0,-0.8
2001,03,05,13,12,00,-26.1,15.6,-0.8,-25.9,16.0,-0.8
2001,03,05,13,13,00,-25.8,15.6,-0.8,-25.6,16.0,-0.8
2001,03,05,13,14,00,-25.5,15.6,-0.8,-25.3,16.0,-0.8
2001,03,05,13,15,00,-25.2,15.6,-0.8,-25.0,16.0,-0.8
2001,03,05,13,16,00,-25.0,15.5,-0.8,-24.7,15.9,-0.8
2001,03,05,13,17,00,-23.7,14.5,-0.8,-23.4,14.9,-0.8
2001,03,05,13,18,00,-23.4,14.5,-0.8,-23.1,14.9,-0.8
2001,03,05,13,19,00,-23.1,14.5,-0.8,-22.9,14.9,-0.8
2001,03,05,13,20,00,-22.8,14.5,-0.8,-22.6,14.9,-0.8
2001,03,05,13,21,00,-22.5,13.5,-0.8,-22.3,13.8,-0.8
2001,03,05,13,22,00,-22.3,13.5,-0.8,-22.1,13.8,-0.8
2001,03,05,13,23,00,-22.0,13.5,-0.8,-21.8,13.8,-0.8
2001,03,05,13,24,00,-22.8,13.4,-0.8,-22.5,13.8,-0.8
2001,03,05,13,25,00,-22.5,13.4,-0.9,-22.3,13.8,-0.9
2001,03,05,13,26,00,-22.3,13.4,-0.9,-22.0,13.8,-0.9
2001,03,05,13,27,00,-22.0,13.4,-0.9,-21.8,13.7,-0.9
2001,03,05,13,28,00,-21.8,13.4,-0.9,-21.6,13.7,-0.9
2001,03,05,13,29,00,-21.5,13.4,-0.9,-21.3,13.7,-0.9
2001,03,05,13,30,00,-21.3,13.3,-0.9,-21.1,13.7,-0.9
2001,03,05,13,31,00,-20.1,13.3,0.0,-19.9,13.7,0.0
2001,03,05,13,32,00,-19.9,13.3,0.0,-19.7,13.6,0.0
2001,03,05,13,33,00,-20.7,13.3,0.0,-20.5,13.6,0.0
2001,03,05,13,34,00,-20.5,13.3,-0.0,-20.2,13.6,-0.0
2001,03,05,13,35,00,-19.3,13.3,-0.0,-19.0,13.6,-0.0
2001,03,05,13,36,00,-20.1,13.2,-0.1,-19.8,13.6,-0.1
2001,03,05,13,37,00,-19.9,13.2,-0.1,-19.6,13.5,-0.1
2001,03,05,13,38,00,-18.7,13.2,-0.1,-18.5,13.5,-0.1
2001,03,05,13,39,00,-18.5,13.2,-0.1,-18.3,13.5,-0.1
2001,03,05,13,40,00,-17.3,13.2,-0.2,-17.1,13.5,-0.2
2001,03,05,13,41,00,-17.1,13.2,-0.2,-16.9,13.5,-0.2
2001,03,05,13,42,00,-15.9,12.2,-0.2,-15.7,12.4,-0.2
2001,03,05,13,43,00,-15.7,12.2,0.7,-15.6,12.4,0.7
2001,03,05,13,44,00,-15.6,12.1,-0.3,-15.4,12.4,-0.3
2001,03,05,13,45,00,-15.4,12.1,-0.3,-15.2,12.4,-0.3
2001,03,05,13,46,00,-15.2,12.1,0.6,-15.1,12.3,0.6
2001,03,05,13,47,00,-16.1,12.1,0.6,-15.9,12.3,0.6
2001,03,05,13,48,00,-14.9,12.1,0.6,-14.7,12.3,0.6
2001,03,05,13,49,00,-16.8,12.0,0.5,-16.6,12.3,0.5
2001,03,05,13,50,00,-16.6,13.0,0.5,-16.4,13.3,0.5
2001,03,05,13,51,00,-16.5,13.0,0.5,-16.3,13.2,0.5
2001,03,05,13,52,00,-16.3,13.0,1.4,-16.1,13.2,1.4
2001,03,05,13,53,00,-17.2,12.9,1.4,-17.0,13.2,1.4
2001,03,05,13,54,00,-17.0,12.9,1.4,-16.8,13.2,1.4
2001,03,05,13,55,00,-17.9,12.9,1.3,-17.7,13.1,1.3
2001,03,05,13,56,00,-17.8,12.8,1.3,-17.6,13.1,1.3
2001,03,05,13,57,00,-17.6,12.8,2.3,-17.4,13.1,2.3
2001,03,05,13,58,00,-17.5,13.8,2.2,-17.3,14.1,2.2
2001,03,05,13,59,00,-17.4,13.8,2.2,-17.2,14.1,2.2
2001,03,05,14,00,00,-18.2,13.7,2.2,-18.0,14.0,2.2
2001,03,05,14,01,00,-18.1,13.7,2.2,-17.9,14.0,2.2
2001,03,05,14,02,00,-18.0,14.7,2.1,-17.8,15.0,2.1
2001,03,05,14,03,00,-18.9,14.7,3.1,-18.6,15.0,3.1
2001,03,05,14,04,00,-18.8,14.6,3.1,-18.5,14.9,3.1
2001,03,05,14,05,00,-18.6,14.6,3.1,-18.4,14.9,3.1
2001,03,05,14,06,00,-17.5,14.6,3.0,-17.3,14.9,3.0
2001,03,05,14,07,00,-17.4,14.6,3.0,-17.2,14.9,3.0
2001,03,05,14,08,00,-17.3,14.6,3.0,-17.1,14.8,3.0
2001,03,05,14,09,00,-17.2,14.5,2.9,-17.0,14.8,2.9
2001,03,05,14,10,00,-18.1,14.5,2.9,-17.9,14.8,2.9
2001,03,05,14,11,00,-19.0,15.5,2.9,-18.8,15.8,2.9
2001,03,05,14,12,00,-18.9,15.4,2.9,-18.7,15.7,2.9
2001,03,05,14,13,00,-19.8,15.4,2.8,-19.6,15.7,2.8
2001,03,05,14,14,00,-20.7,15.3,2.8,-20.5,15.7,2.8
2001,03,05,14,15,00,-20.6,15.3,2.8,-20.4,15.6,2.8
2001,03,05,14,16,00,-21.6,15.3,2.8,-21.3,15.6,2.8
2001,03,05,14,17,00,-20.5,14.3,2.7,-20.2,14.6,2.7
2001,03,05,14,18,00,-20.4,14.2,2.7,-20.1,14.6,2.7
2001,03,05,14,19,00,-21.3,14.2,2.7,-21.0,14.5,2.7
2001,03,05,14,20,00,-21.2,14.2,2.7,-21.0,14.5,2.7
2001,03,05,14,21,00,-21.1,14.2,2.6,-20.9,14.5,2.6
2001,03,05,14,22,00,-21.0,14.1,2.6,-20.8,14.5,2.6
2001,03,05,14,23,00,-19.9,14.1,2.6,-19.7,14.4,2.6
2001,03,05,14,24,00,-20.9,14.1,2.6,-20.6,14.4,2.6
2001,03,05,14,25,00,-20.8,14.1,2.6,-20.5,14.4,2.6
2001,03,05,14,26,00,-20.7,15.0,2.6,-20.5,15.4,2.6
2001,03,05,14,27,00,-20.6,15.0,2.5,-20.4,15.3,2.5
2001,03,05,14,28,00,-20.5,15.0,2.5,-20.3,15.3,2.5
2001,03,05,14,29,00,-20.4,15.0,2.5,-20.2,15.3,2.5
2001,03,05,14,30,00,-20.4,15.0,1.5,-20.1,15.3,1.5
2001,03,05,14,31,00,-20.3,15.0,2.5,-20.0,15.3,2.5
2001,03,05,14,32,00,-20.2,15.0,1.5,-19.9,15.3,1.5
2001,03,05,14,33,00,-20.1,14.9,1.5,-19.9,15.3,1.5
2001,03,05,14,34,00,-20.0,13.9,1.5,-19.8,14.3,1.5
2001,03,05,14,35,00,-20.9,14.9,1.5,-20.7,15.2,1.5
2001,03,05,14,36,00,-20.8,14.9,1.5,-20.6,15.2,1.5
2001,03,05,14,37,00,-21.8,14.9,2.5,-21.5,15.2,2.5
2001,03,05,14,38,00,-21.7,14.9,2.5,-21.4,15.2,2.5
2001,03,05,14,39,00,-21.6,14.9,2.5,-21.4,15.2,2.5
2001,03,05,14,40,00,-21.5,14.9,2.5,-21.3,15.2,2.5
2001,03,05,14,41,00,-21.5,14.8,2.5,-21.2,15.2,2.5
2001,03,05,14,42,00,-21.4,14.8,2.5,-21.1,15.2,2.5
2001,03,05,14,43,00,-20.3,14.9,2.5,-20.1,15.2,2.5
2001,03,05,14,44,00,-20.2,14.9,2.5,-20.0,15.2,2.5
2001,03,05,14,45,00,-20.2,14.8,2.5,-19.9,15.2,2.5
2001,03,05,14,46,00,-20.1,14.8,2.5,-19.8,15.2,2.5
2001,03,05,14,47,00,-20.0,14.8,2.5,-19.8,15.2,2.5
2001,03,05,14,48,00,-19.9,14.8,2.5,-19.7,15.2,2.5
2001,03,05,14,49,00,-19.8,14.8,2.5,-19.6,15.2,2.5
2001,03,05,14,50,00,-19.8,14.9,2.5,-19.5,15.2,2.5
2001,03,05,14,51,00,-20.7,14.8,2.5,-20.5,15.2,2.5
2001,03,05,14,52,00,-20.6,14.8,2.5,-20.4,15.2,2.5
2001,03,05,14,53,00,-20.5,14.8,2.5,-20.3,15.2,2.5
2001,03,05,14,54,00,-20.4,13.9,2.5,-20.2,14.2,2.5
2001,03,05,14,55,00,-20.3,13.9,2.5,-20.1,14.2,2.5
2001,03,05,14,56,00,-21.3,14.9,2.5,-21.0,15.2,2.5
2001,03,05,14,57,00,-22.2,14.9,2.6,-21.9,15.2,2.6
2001,03,05,14,58,00,-22.1,14.9,2.6,-21.9,15.2,2.6
2001,03,05,14,59,00,-23.0,14.9,3.6,-22.8,15.2,3.6
2001,03,05,15,00,00,-22.9,14.9,2.6,-22.7,15.2,2.6
2001,03,05,15,01,00,-23.8,14.9,3.6,-23.6,15.3,3.6
2001,03,05,15,02,00,-23.7,14.9,3.6,-23.5,15.3,3.6
2001,03,05,15,03,00,-23.6,14.9,3.6,-23.4,15.3,3.6
2001,03,05,15,04,00,-22.5,14.0,3.7,-22.3,14.3,3.7
2001,03,05,15,05,00,-22.4,14.0,2.7,-22.2,14.3,2.7
2001,03,05,15,06,00,-21.3,14.0,2.7,-21.1,14.3,2.7
2001,03,05,15,07,00,-21.2,14.0,2.7,-20.9,14.4,2.7
2001,03,05,15,08,00,-22.1,14.0,2.7,-21.8,14.4,2.7
2001,03,05,15,09,00,-23.0,14.1,2.8,-22.7,14.4,2.8
2001,03,05,15,10,00,-23.9,14.1,2.8,-23.6,14.4,2.8
2001,03,05,15,11,00,-23.7,14.1,2.8,-23.5,14.5,2.8
2001,03,05,15,12,00,-22.6,14.1,2.8,-22.4,14.5,2.8
2001,03,05,15,13,00,-23.5,14.1,2.9,-23.3,14.5,2.9
2001,03,05,15,14,00,-23.4,14.2,1.9,-23.2,14.6,1.9
2001,03,05,15,15,00,-24.3,14.2,2.9,-24.1,14.6,2.9
2001,03,05,15,16,00,-24.2,14.2,2.9,-24.0,14.6,2.9
2001,03,05,15,17,00,-24.1,14.3,2.0,-23.8,14.6,2.0
2001,03,05,15,18,00,-24.0,14.3,2.0,-23.7,14.7,2.0
